timestamp,intersection_id,vehicle_count,average_speed_kmh,pedestrian_count,emergency_vehicle_count,signal_state,weather_condition,queue_length_meters,congestion_level,intersection_approach,traffic_density,day_of_week,signal_duration,historical_congestion
2024-01-01 00:04:00,B2,47.0,30.92,8.0,1.0,yellow,clear,4.0,low,B2_North,9.4,Monday,257.0,low
2024-01-01 00:04:00,B2,34.0,30.92,8.0,1.0,yellow,clear,73.0,low,B2_South,0.4594594594594595,Monday,169.0,high
2024-01-01 00:04:00,B2,18.0,30.92,8.0,1.0,yellow,clear,70.0,low,B2_East,0.2535211267605634,Monday,286.0,medium
2024-01-01 00:04:00,B2,45.0,30.92,8.0,1.0,yellow,clear,34.0,low,B2_West,1.2857142857142858,Monday,81.0,medium
2024-01-01 00:05:00,A2,44.0,75.46,8.0,0.0,red,clear,12.0,high,A2_North,3.3846153846153846,Monday,291.0,high
2024-01-01 00:05:00,A2,9.0,75.46,8.0,0.0,red,clear,65.0,high,A2_South,0.1363636363636363,Monday,10.0,high
2024-01-01 00:05:00,A2,5.0,75.46,8.0,0.0,red,clear,71.0,high,A2_East,0.0694444444444444,Monday,108.0,high
2024-01-01 00:05:00,A2,35.0,75.46,8.0,0.0,red,clear,24.0,high,A2_West,1.4,Monday,199.0,medium
2024-01-01 00:06:00,A3,43.0,76.31,4.0,0.0,red,clear,59.0,low,A3_North,0.7166666666666667,Monday,197.0,low
2024-01-01 00:06:00,A3,46.0,76.31,4.0,0.0,red,clear,39.0,low,A3_South,1.15,Monday,69.0,high
2024-01-01 00:06:00,A3,6.0,76.31,4.0,0.0,red,clear,45.0,low,A3_East,0.1304347826086956,Monday,83.0,high
2024-01-01 00:06:00,A3,22.0,76.31,4.0,0.0,red,clear,82.0,low,A3_West,0.2650602409638554,Monday,199.0,high
2024-01-01 00:07:00,A3,45.0,53.77,16.0,0.0,green,clear,85.0,low,A3_North,0.5232558139534884,Monday,240.0,low
2024-01-01 00:07:00,A3,12.0,53.77,16.0,0.0,green,clear,20.0,low,A3_South,0.5714285714285714,Monday,286.0,high
2024-01-01 00:07:00,A3,0.0,53.77,16.0,0.0,green,clear,18.0,low,A3_East,0.0,Monday,246.0,medium
2024-01-01 00:07:00,A3,32.0,53.77,16.0,0.0,green,clear,3.0,low,A3_West,8.0,Monday,214.0,medium
2024-01-01 00:08:00,A3,41.0,64.84,8.0,0.0,green,clear,2.0,low,A3_North,13.666666666666666,Monday,232.0,low
2024-01-01 00:08:00,A3,26.0,64.84,8.0,0.0,green,clear,51.0,low,A3_South,0.5,Monday,29.0,medium
2024-01-01 00:08:00,A3,40.0,64.84,8.0,0.0,green,clear,98.0,low,A3_East,0.404040404040404,Monday,189.0,low
2024-01-01 00:08:00,A3,27.0,64.84,8.0,0.0,green,clear,69.0,low,A3_West,0.3857142857142857,Monday,195.0,low
2024-01-01 00:09:00,B2,5.0,52.86,16.0,0.0,red,clear,54.0,medium,B2_North,0.0909090909090909,Monday,93.0,low
2024-01-01 00:09:00,B2,43.0,52.86,16.0,0.0,red,clear,86.0,medium,B2_South,0.4942528735632184,Monday,243.0,medium
2024-01-01 00:09:00,B2,32.0,52.86,16.0,0.0,red,clear,15.0,medium,B2_East,2.0,Monday,228.0,high
2024-01-01 00:09:00,B2,23.0,52.86,16.0,0.0,red,clear,68.0,medium,B2_West,0.3333333333333333,Monday,263.0,low
2024-01-01 00:10:00,B1,40.0,43.91,18.0,0.0,green,rainy,76.0,low,B1_North,0.5194805194805194,Monday,105.0,high
2024-01-01 00:10:00,B1,46.0,43.91,18.0,0.0,green,rainy,75.0,low,B1_South,0.6052631578947368,Monday,83.0,low
2024-01-01 00:10:00,B1,4.0,43.91,18.0,0.0,green,rainy,30.0,low,B1_East,0.1290322580645161,Monday,123.0,high
2024-01-01 00:10:00,B1,27.0,43.91,18.0,0.0,green,rainy,91.0,low,B1_West,0.2934782608695652,Monday,73.0,medium
2024-01-01 00:11:00,A3,29.0,56.26,6.0,0.0,yellow,foggy,17.0,high,A3_North,1.6111111111111112,Monday,49.0,medium
2024-01-01 00:11:00,A3,43.0,56.26,6.0,0.0,yellow,foggy,26.0,high,A3_South,1.5925925925925926,Monday,296.0,medium
2024-01-01 00:11:00,A3,34.0,56.26,6.0,0.0,yellow,foggy,25.0,high,A3_East,1.3076923076923077,Monday,239.0,high
2024-01-01 00:11:00,A3,38.0,56.26,6.0,0.0,yellow,foggy,59.0,high,A3_West,0.6333333333333333,Monday,16.0,low
2024-01-01 00:12:00,B3,17.0,48.71,8.0,0.0,yellow,foggy,96.0,low,B3_North,0.1752577319587628,Monday,285.0,low
2024-01-01 00:12:00,B3,24.0,48.71,8.0,0.0,yellow,foggy,55.0,low,B3_South,0.4285714285714285,Monday,243.0,low
2024-01-01 00:12:00,B3,30.0,48.71,8.0,0.0,yellow,foggy,58.0,low,B3_East,0.5084745762711864,Monday,193.0,low
2024-01-01 00:12:00,B3,1.0,48.71,8.0,0.0,yellow,foggy,96.0,low,B3_West,0.0103092783505154,Monday,256.0,medium
2024-01-01 00:13:00,B2,38.0,51.82,6.0,0.0,yellow,rainy,60.0,low,B2_North,0.6229508196721312,Monday,127.0,medium
2024-01-01 00:13:00,B2,42.0,51.82,6.0,0.0,yellow,rainy,62.0,low,B2_South,0.6666666666666666,Monday,215.0,high
2024-01-01 00:13:00,B2,31.0,51.82,6.0,0.0,yellow,rainy,17.0,low,B2_East,1.7222222222222223,Monday,34.0,high
2024-01-01 00:13:00,B2,16.0,51.82,6.0,0.0,yellow,rainy,97.0,low,B2_West,0.1632653061224489,Monday,29.0,medium
2024-01-01 00:14:00,A2,38.0,64.87,12.0,0.0,red,clear,70.0,low,A2_North,0.5352112676056338,Monday,117.0,high
2024-01-01 00:14:00,A2,41.0,64.87,12.0,0.0,red,clear,53.0,low,A2_South,0.7592592592592593,Monday,13.0,high
2024-01-01 00:14:00,A2,34.0,64.87,12.0,0.0,red,clear,93.0,low,A2_East,0.3617021276595745,Monday,299.0,low
2024-01-01 00:14:00,A2,11.0,64.87,12.0,0.0,red,clear,34.0,low,A2_West,0.3142857142857143,Monday,160.0,high
2024-01-01 00:15:00,B1,10.0,43.66,10.0,0.0,red,rainy,60.0,medium,B1_North,0.1639344262295081,Monday,240.0,high
2024-01-01 00:15:00,B1,43.0,43.66,10.0,0.0,red,rainy,67.0,medium,B1_South,0.6323529411764706,Monday,16.0,medium
2024-01-01 00:15:00,B1,24.0,43.66,10.0,0.0,red,rainy,47.0,medium,B1_East,0.5,Monday,195.0,high
2024-01-01 00:15:00,B1,31.0,43.66,10.0,0.0,red,rainy,83.0,medium,B1_West,0.369047619047619,Monday,241.0,low
2024-01-01 00:16:00,B3,49.0,12.85,13.0,0.0,green,clear,94.0,low,B3_North,0.5157894736842106,Monday,147.0,low
2024-01-01 00:16:00,B3,3.0,12.85,13.0,0.0,green,clear,37.0,low,B3_South,0.0789473684210526,Monday,294.0,high
2024-01-01 00:16:00,B3,46.0,12.85,13.0,0.0,green,clear,0.0,low,B3_East,46.0,Monday,161.0,high
2024-01-01 00:16:00,B3,2.0,12.85,13.0,0.0,green,clear,85.0,low,B3_West,0.0232558139534883,Monday,219.0,high
2024-01-01 00:17:00,B3,16.0,21.48,18.0,0.0,red,clear,77.0,low,B3_North,0.2051282051282051,Monday,127.0,low
2024-01-01 00:17:00,B3,40.0,21.48,18.0,0.0,red,clear,61.0,low,B3_South,0.6451612903225806,Monday,189.0,high
2024-01-01 00:17:00,B3,34.0,21.48,18.0,0.0,red,clear,12.0,low,B3_East,2.6153846153846154,Monday,188.0,high
2024-01-01 00:17:00,B3,34.0,21.48,18.0,0.0,red,clear,42.0,low,B3_West,0.7906976744186046,Monday,172.0,low
2024-01-01 00:18:00,A2,1.0,40.7,10.0,0.0,green,clear,55.0,low,A2_North,0.0178571428571428,Monday,134.0,high
2024-01-01 00:18:00,A2,46.0,40.7,10.0,0.0,green,clear,76.0,low,A2_South,0.5974025974025974,Monday,80.0,high
2024-01-01 00:18:00,A2,15.0,40.7,10.0,0.0,green,clear,17.0,low,A2_East,0.8333333333333334,Monday,71.0,medium
2024-01-01 00:18:00,A2,6.0,40.7,10.0,0.0,green,clear,44.0,low,A2_West,0.1333333333333333,Monday,71.0,high
2024-01-01 00:19:00,B1,35.0,60.74,12.0,0.0,red,clear,40.0,medium,B1_North,0.8536585365853658,Monday,79.0,low
2024-01-01 00:19:00,B1,29.0,60.74,12.0,0.0,red,clear,41.0,medium,B1_South,0.6904761904761905,Monday,279.0,high
2024-01-01 00:19:00,B1,40.0,60.74,12.0,0.0,red,clear,6.0,medium,B1_East,5.714285714285714,Monday,285.0,low
2024-01-01 00:19:00,B1,14.0,60.74,12.0,0.0,red,clear,59.0,medium,B1_West,0.2333333333333333,Monday,96.0,medium
2024-01-01 00:20:00,B2,39.0,51.53,13.0,0.0,red,rainy,82.0,low,B2_North,0.4698795180722891,Monday,197.0,high
2024-01-01 00:20:00,B2,42.0,51.53,13.0,0.0,red,rainy,36.0,low,B2_South,1.135135135135135,Monday,211.0,low
2024-01-01 00:20:00,B2,1.0,51.53,13.0,0.0,red,rainy,54.0,low,B2_East,0.0181818181818181,Monday,39.0,low
2024-01-01 00:20:00,B2,12.0,51.53,13.0,0.0,red,rainy,94.0,low,B2_West,0.1263157894736842,Monday,190.0,low
2024-01-01 00:21:00,A1,15.0,55.52,12.0,0.0,green,clear,55.0,medium,A1_North,0.2678571428571428,Monday,250.0,high
2024-01-01 00:21:00,A1,43.0,55.52,12.0,0.0,green,clear,56.0,medium,A1_South,0.7543859649122807,Monday,198.0,low
2024-01-01 00:21:00,A1,5.0,55.52,12.0,0.0,green,clear,91.0,medium,A1_East,0.0543478260869565,Monday,209.0,high
2024-01-01 00:21:00,A1,31.0,55.52,12.0,0.0,green,clear,73.0,medium,A1_West,0.4189189189189189,Monday,272.0,medium
2024-01-01 00:22:00,B1,49.0,43.55,0.0,0.0,red,clear,17.0,medium,B1_North,2.7222222222222223,Monday,40.0,high
2024-01-01 00:22:00,B1,3.0,43.55,0.0,0.0,red,clear,72.0,medium,B1_South,0.0410958904109589,Monday,275.0,medium
2024-01-01 00:22:00,B1,6.0,43.55,0.0,0.0,red,clear,7.0,medium,B1_East,0.75,Monday,55.0,low
2024-01-01 00:22:00,B1,42.0,43.55,0.0,0.0,red,clear,6.0,medium,B1_West,6.0,Monday,73.0,medium
2024-01-01 00:23:00,A2,40.0,53.1,7.0,0.0,yellow,foggy,39.0,low,A2_North,1.0,Monday,159.0,low
2024-01-01 00:23:00,A2,2.0,53.1,7.0,0.0,yellow,foggy,16.0,low,A2_South,0.1176470588235294,Monday,164.0,high
2024-01-01 00:23:00,A2,1.0,53.1,7.0,0.0,yellow,foggy,78.0,low,A2_East,0.0126582278481012,Monday,94.0,low
2024-01-01 00:23:00,A2,45.0,53.1,7.0,0.0,yellow,foggy,92.0,low,A2_West,0.4838709677419355,Monday,183.0,medium
2024-01-01 00:24:00,B3,49.0,33.03,11.0,0.0,green,clear,51.0,low,B3_North,0.9423076923076924,Monday,130.0,medium
2024-01-01 00:24:00,B3,21.0,33.03,11.0,0.0,green,clear,3.0,low,B3_South,5.25,Monday,32.0,medium
2024-01-01 00:24:00,B3,5.0,33.03,11.0,0.0,green,clear,37.0,low,B3_East,0.131578947368421,Monday,71.0,medium
2024-01-01 00:24:00,B3,25.0,33.03,11.0,0.0,green,clear,10.0,low,B3_West,2.272727272727273,Monday,24.0,high
2024-01-01 00:25:00,B2,25.0,42.91,18.0,0.0,green,clear,16.0,low,B2_North,1.4705882352941178,Monday,43.0,high
2024-01-01 00:25:00,B2,23.0,42.91,18.0,0.0,green,clear,91.0,low,B2_South,0.25,Monday,228.0,medium
2024-01-01 00:25:00,B2,34.0,42.91,18.0,0.0,green,clear,30.0,low,B2_East,1.096774193548387,Monday,217.0,high
2024-01-01 00:25:00,B2,12.0,42.91,18.0,0.0,green,clear,34.0,low,B2_West,0.3428571428571428,Monday,196.0,low
2024-01-01 00:26:00,B1,15.0,62.1,11.0,0.0,green,foggy,78.0,low,B1_North,0.189873417721519,Monday,111.0,medium
2024-01-01 00:26:00,B1,42.0,62.1,11.0,0.0,green,foggy,17.0,low,B1_South,2.333333333333333,Monday,59.0,high
2024-01-01 00:26:00,B1,46.0,62.1,11.0,0.0,green,foggy,61.0,low,B1_East,0.7419354838709677,Monday,231.0,high
2024-01-01 00:26:00,B1,47.0,62.1,11.0,0.0,green,foggy,26.0,low,B1_West,1.7407407407407407,Monday,199.0,medium
2024-01-01 00:27:00,A1,34.0,71.03,7.0,0.0,green,clear,44.0,low,A1_North,0.7555555555555555,Monday,62.0,medium
2024-01-01 00:27:00,A1,34.0,71.03,7.0,0.0,green,clear,27.0,low,A1_South,1.2142857142857142,Monday,109.0,high
2024-01-01 00:27:00,A1,38.0,71.03,7.0,0.0,green,clear,8.0,low,A1_East,4.222222222222222,Monday,52.0,medium
2024-01-01 00:27:00,A1,11.0,71.03,7.0,0.0,green,clear,14.0,low,A1_West,0.7333333333333333,Monday,207.0,high
2024-01-01 00:28:00,A1,20.0,40.36,7.0,0.0,green,clear,51.0,low,A1_North,0.3846153846153846,Monday,242.0,medium
2024-01-01 00:28:00,A1,34.0,40.36,7.0,0.0,green,clear,96.0,low,A1_South,0.3505154639175257,Monday,58.0,low
2024-01-01 00:28:00,A1,18.0,40.36,7.0,0.0,green,clear,54.0,low,A1_East,0.3272727272727272,Monday,299.0,low
2024-01-01 00:28:00,A1,22.0,40.36,7.0,0.0,green,clear,76.0,low,A1_West,0.2857142857142857,Monday,278.0,medium
2024-01-01 00:29:00,A3,43.0,13.06,12.0,0.0,green,clear,64.0,low,A3_North,0.6615384615384615,Monday,160.0,low
2024-01-01 00:29:00,A3,28.0,13.06,12.0,0.0,green,clear,87.0,low,A3_South,0.3181818181818182,Monday,185.0,high
2024-01-01 00:29:00,A3,15.0,13.06,12.0,0.0,green,clear,24.0,low,A3_East,0.6,Monday,27.0,medium
2024-01-01 00:29:00,A3,22.0,13.06,12.0,0.0,green,clear,91.0,low,A3_West,0.2391304347826087,Monday,90.0,low
2024-01-01 00:30:00,A3,46.0,21.32,11.0,1.0,red,clear,79.0,low,A3_North,0.575,Monday,36.0,high
2024-01-01 00:30:00,A3,42.0,21.32,11.0,1.0,red,clear,55.0,low,A3_South,0.75,Monday,163.0,medium
2024-01-01 00:30:00,A3,37.0,21.32,11.0,1.0,red,clear,10.0,low,A3_East,3.363636363636364,Monday,41.0,medium
2024-01-01 00:30:00,A3,2.0,21.32,11.0,1.0,red,clear,14.0,low,A3_West,0.1333333333333333,Monday,158.0,medium
2024-01-01 00:31:00,A2,0.0,11.46,15.0,0.0,red,rainy,6.0,low,A2_North,0.0,Monday,255.0,low
2024-01-01 00:31:00,A2,0.0,11.46,15.0,0.0,red,rainy,48.0,low,A2_South,0.0,Monday,203.0,medium
2024-01-01 00:31:00,A2,31.0,11.46,15.0,0.0,red,rainy,72.0,low,A2_East,0.4246575342465753,Monday,175.0,medium
2024-01-01 00:31:00,A2,28.0,11.46,15.0,0.0,red,rainy,25.0,low,A2_West,1.0769230769230769,Monday,59.0,medium
2024-01-01 00:32:00,B1,22.0,55.73,0.0,0.0,red,clear,44.0,low,B1_North,0.4888888888888889,Monday,238.0,medium
2024-01-01 00:32:00,B1,42.0,55.73,0.0,0.0,red,clear,92.0,low,B1_South,0.4516129032258064,Monday,281.0,low
2024-01-01 00:32:00,B1,37.0,55.73,0.0,0.0,red,clear,96.0,low,B1_East,0.3814432989690721,Monday,140.0,low
2024-01-01 00:32:00,B1,6.0,55.73,0.0,0.0,red,clear,11.0,low,B1_West,0.5,Monday,128.0,medium
2024-01-01 00:33:00,B1,30.0,33.26,12.0,0.0,red,clear,31.0,medium,B1_North,0.9375,Monday,51.0,high
2024-01-01 00:33:00,B1,19.0,33.26,12.0,0.0,red,clear,50.0,medium,B1_South,0.3725490196078431,Monday,177.0,low
2024-01-01 00:33:00,B1,16.0,33.26,12.0,0.0,red,clear,35.0,medium,B1_East,0.4444444444444444,Monday,219.0,high
2024-01-01 00:33:00,B1,2.0,33.26,12.0,0.0,red,clear,0.0,medium,B1_West,2.0,Monday,51.0,low
2024-01-01 00:34:00,B3,49.0,47.97,6.0,1.0,green,clear,26.0,high,B3_North,1.8148148148148149,Monday,156.0,medium
2024-01-01 00:34:00,B3,46.0,47.97,6.0,1.0,green,clear,39.0,high,B3_South,1.15,Monday,191.0,medium
2024-01-01 00:34:00,B3,32.0,47.97,6.0,1.0,green,clear,83.0,high,B3_East,0.3809523809523809,Monday,145.0,low
2024-01-01 00:34:00,B3,13.0,47.97,6.0,1.0,green,clear,99.0,high,B3_West,0.13,Monday,64.0,medium
2024-01-01 00:35:00,B3,4.0,44.53,4.0,0.0,green,clear,86.0,medium,B3_North,0.0459770114942528,Monday,230.0,low
2024-01-01 00:35:00,B3,44.0,44.53,4.0,0.0,green,clear,78.0,medium,B3_South,0.5569620253164557,Monday,109.0,high
2024-01-01 00:35:00,B3,5.0,44.53,4.0,0.0,green,clear,32.0,medium,B3_East,0.1515151515151515,Monday,166.0,low
2024-01-01 00:35:00,B3,18.0,44.53,4.0,0.0,green,clear,76.0,medium,B3_West,0.2337662337662337,Monday,68.0,high
2024-01-01 00:36:00,B3,28.0,15.71,7.0,0.0,yellow,foggy,60.0,low,B3_North,0.4590163934426229,Monday,282.0,medium
2024-01-01 00:36:00,B3,5.0,15.71,7.0,0.0,yellow,foggy,78.0,low,B3_South,0.0632911392405063,Monday,141.0,high
2024-01-01 00:36:00,B3,15.0,15.71,7.0,0.0,yellow,foggy,23.0,low,B3_East,0.625,Monday,64.0,low
2024-01-01 00:36:00,B3,22.0,15.71,7.0,0.0,yellow,foggy,9.0,low,B3_West,2.2,Monday,22.0,high
2024-01-01 00:37:00,A3,40.0,38.23,13.0,0.0,red,clear,40.0,low,A3_North,0.975609756097561,Monday,23.0,medium
2024-01-01 00:37:00,A3,48.0,38.23,13.0,0.0,red,clear,16.0,low,A3_South,2.823529411764706,Monday,49.0,medium
2024-01-01 00:37:00,A3,48.0,38.23,13.0,0.0,red,clear,55.0,low,A3_East,0.8571428571428571,Monday,58.0,high
2024-01-01 00:37:00,A3,43.0,38.23,13.0,0.0,red,clear,44.0,low,A3_West,0.9555555555555556,Monday,267.0,medium
2024-01-01 00:38:00,B1,29.0,25.44,12.0,0.0,green,clear,43.0,low,B1_North,0.6590909090909091,Monday,171.0,high
2024-01-01 00:38:00,B1,45.0,25.44,12.0,0.0,green,clear,73.0,low,B1_South,0.6081081081081081,Monday,291.0,medium
2024-01-01 00:38:00,B1,18.0,25.44,12.0,0.0,green,clear,28.0,low,B1_East,0.6206896551724138,Monday,263.0,medium
2024-01-01 00:38:00,B1,1.0,25.44,12.0,0.0,green,clear,35.0,low,B1_West,0.0277777777777777,Monday,255.0,high
2024-01-01 00:39:00,B1,18.0,39.29,14.0,0.0,red,clear,6.0,low,B1_North,2.571428571428572,Monday,289.0,medium
2024-01-01 00:39:00,B1,25.0,39.29,14.0,0.0,red,clear,78.0,low,B1_South,0.3164556962025316,Monday,205.0,high
2024-01-01 00:39:00,B1,46.0,39.29,14.0,0.0,red,clear,37.0,low,B1_East,1.2105263157894737,Monday,291.0,low
2024-01-01 00:39:00,B1,2.0,39.29,14.0,0.0,red,clear,79.0,low,B1_West,0.025,Monday,218.0,medium
2024-01-01 00:40:00,A1,1.0,24.25,16.0,0.0,green,clear,94.0,low,A1_North,0.0105263157894736,Monday,143.0,medium
2024-01-01 00:40:00,A1,27.0,24.25,16.0,0.0,green,clear,70.0,low,A1_South,0.380281690140845,Monday,45.0,medium
2024-01-01 00:40:00,A1,29.0,24.25,16.0,0.0,green,clear,42.0,low,A1_East,0.6744186046511628,Monday,247.0,medium
2024-01-01 00:40:00,A1,6.0,24.25,16.0,0.0,green,clear,99.0,low,A1_West,0.06,Monday,213.0,medium
2024-01-01 00:41:00,A3,28.0,68.83,14.0,0.0,yellow,foggy,23.0,medium,A3_North,1.1666666666666667,Monday,285.0,high
2024-01-01 00:41:00,A3,38.0,68.83,14.0,0.0,yellow,foggy,67.0,medium,A3_South,0.5588235294117647,Monday,253.0,medium
2024-01-01 00:41:00,A3,28.0,68.83,14.0,0.0,yellow,foggy,43.0,medium,A3_East,0.6363636363636364,Monday,251.0,medium
2024-01-01 00:41:00,A3,4.0,68.83,14.0,0.0,yellow,foggy,54.0,medium,A3_West,0.0727272727272727,Monday,218.0,high
2024-01-01 00:42:00,B2,28.0,22.19,19.0,0.0,red,clear,29.0,low,B2_North,0.9333333333333332,Monday,271.0,low
2024-01-01 00:42:00,B2,28.0,22.19,19.0,0.0,red,clear,25.0,low,B2_South,1.0769230769230769,Monday,154.0,low
2024-01-01 00:42:00,B2,18.0,22.19,19.0,0.0,red,clear,25.0,low,B2_East,0.6923076923076923,Monday,218.0,high
2024-01-01 00:42:00,B2,36.0,22.19,19.0,0.0,red,clear,90.0,low,B2_West,0.3956043956043956,Monday,287.0,high
2024-01-01 00:43:00,A3,29.0,77.25,17.0,1.0,red,clear,52.0,low,A3_North,0.5471698113207547,Monday,31.0,high
2024-01-01 00:43:00,A3,29.0,77.25,17.0,1.0,red,clear,2.0,low,A3_South,9.666666666666666,Monday,46.0,medium
2024-01-01 00:43:00,A3,42.0,77.25,17.0,1.0,red,clear,6.0,low,A3_East,6.0,Monday,163.0,low
2024-01-01 00:43:00,A3,48.0,77.25,17.0,1.0,red,clear,72.0,low,A3_West,0.6575342465753424,Monday,296.0,low
2024-01-01 00:44:00,B2,40.0,39.11,17.0,0.0,red,clear,76.0,high,B2_North,0.5194805194805194,Monday,244.0,low
2024-01-01 00:44:00,B2,14.0,39.11,17.0,0.0,red,clear,53.0,high,B2_South,0.2592592592592592,Monday,257.0,medium
2024-01-01 00:44:00,B2,4.0,39.11,17.0,0.0,red,clear,92.0,high,B2_East,0.043010752688172,Monday,107.0,high
2024-01-01 00:44:00,B2,34.0,39.11,17.0,0.0,red,clear,90.0,high,B2_West,0.3736263736263736,Monday,143.0,high
2024-01-01 00:45:00,A1,26.0,69.24,1.0,0.0,green,rainy,7.0,low,A1_North,3.25,Monday,115.0,low
2024-01-01 00:45:00,A1,31.0,69.24,1.0,0.0,green,rainy,83.0,low,A1_South,0.369047619047619,Monday,141.0,high
2024-01-01 00:45:00,A1,9.0,69.24,1.0,0.0,green,rainy,12.0,low,A1_East,0.6923076923076923,Monday,81.0,high
2024-01-01 00:45:00,A1,28.0,69.24,1.0,0.0,green,rainy,34.0,low,A1_West,0.8,Monday,183.0,low
2024-01-01 00:46:00,A2,7.0,54.01,3.0,0.0,green,clear,28.0,low,A2_North,0.2413793103448276,Monday,124.0,high
2024-01-01 00:46:00,A2,30.0,54.01,3.0,0.0,green,clear,40.0,low,A2_South,0.7317073170731707,Monday,32.0,medium
2024-01-01 00:46:00,A2,29.0,54.01,3.0,0.0,green,clear,85.0,low,A2_East,0.3372093023255814,Monday,232.0,low
2024-01-01 00:46:00,A2,20.0,54.01,3.0,0.0,green,clear,75.0,low,A2_West,0.2631578947368421,Monday,136.0,medium
2024-01-01 00:47:00,B1,10.0,61.47,0.0,0.0,green,rainy,1.0,low,B1_North,5.0,Monday,228.0,medium
2024-01-01 00:47:00,B1,49.0,61.47,0.0,0.0,green,rainy,40.0,low,B1_South,1.195121951219512,Monday,181.0,medium
2024-01-01 00:47:00,B1,1.0,61.47,0.0,0.0,green,rainy,97.0,low,B1_East,0.010204081632653,Monday,60.0,low
2024-01-01 00:47:00,B1,2.0,61.47,0.0,0.0,green,rainy,79.0,low,B1_West,0.025,Monday,78.0,medium
2024-01-01 00:48:00,A1,3.0,63.74,3.0,0.0,red,clear,86.0,low,A1_North,0.0344827586206896,Monday,132.0,medium
2024-01-01 00:48:00,A1,49.0,63.74,3.0,0.0,red,clear,83.0,low,A1_South,0.5833333333333334,Monday,184.0,medium
2024-01-01 00:48:00,A1,24.0,63.74,3.0,0.0,red,clear,29.0,low,A1_East,0.8,Monday,271.0,low
2024-01-01 00:48:00,A1,17.0,63.74,3.0,0.0,red,clear,10.0,low,A1_West,1.5454545454545454,Monday,169.0,low
2024-01-01 00:49:00,B1,28.0,45.34,17.0,0.0,red,rainy,16.0,medium,B1_North,1.6470588235294117,Monday,255.0,low
2024-01-01 00:49:00,B1,25.0,45.34,17.0,0.0,red,rainy,22.0,medium,B1_South,1.0869565217391304,Monday,69.0,medium
2024-01-01 00:49:00,B1,47.0,45.34,17.0,0.0,red,rainy,19.0,medium,B1_East,2.35,Monday,182.0,low
2024-01-01 00:49:00,B1,44.0,45.34,17.0,0.0,red,rainy,1.0,medium,B1_West,22.0,Monday,41.0,medium
2024-01-01 00:50:00,B3,23.0,48.03,4.0,0.0,green,clear,30.0,low,B3_North,0.7419354838709677,Monday,152.0,medium
2024-01-01 00:50:00,B3,26.0,48.03,4.0,0.0,green,clear,1.0,low,B3_South,13.0,Monday,106.0,medium
2024-01-01 00:50:00,B3,13.0,48.03,4.0,0.0,green,clear,3.0,low,B3_East,3.25,Monday,220.0,medium
2024-01-01 00:50:00,B3,48.0,48.03,4.0,0.0,green,clear,12.0,low,B3_West,3.692307692307693,Monday,157.0,medium
2024-01-01 00:51:00,A2,35.0,45.98,18.0,0.0,green,clear,34.0,low,A2_North,1.0,Monday,90.0,medium
